definir_nombre_tournois 10
Shymanovich_Iryna Yamaguchi_Mei
Han_Na-lae Navarro_Emma
Arango_Emiliana Hozumi_Eri
Zhuk_Sofya Demidova_Diana
Zacarias_Marcela Kiick_Allie
Chwalinska_Maja Molinaro_Eleonora
Ibbou_Ines Oz_Ipek
Silva_Eden Erjavec_Veronika
Tkacheva_Mariia Omae_Akiko
Halbauer_Elizabeth BreCkova_Nikola
Chernyshova_Maryna Raggi_Angelica
Parks_Alycia Hu_Victoria
Grammatikopoulou_Valentini Sleeth_Layne
Babos_Timea Shymanovich_Iryna
Arango_Emiliana Han_Na-lae
Zhuk_Sofya Zacarias_Marcela
Ibbou_Ines Chwalinska_Maja
Tkacheva_Mariia Silva_Eden
Chernyshova_Maryna Halbauer_Elizabeth
Parks_Alycia Grammatikopoulou_Valentini
Arango_Emiliana Babos_Timea
Zhuk_Sofya Ibbou_Ines
Tkacheva_Mariia Chernyshova_Maryna
Arango_Emiliana Parks_Alycia
Tkacheva_Mariia Zhuk_Sofya
Arango_Emiliana Tkacheva_Mariia
enregistrement_tournoi New-York 2019
Fourlis_Jaimee Lodikova_Daria
Arango_Emiliana Gonzalez_Montserrat
Rakhimova_Kamilla Burger_Cindy
Arakawa_Haruna Njiric_Silvia
Demidova_Diana Hoste_Claudia
Kurata_Nathaly Markova_Johana
Ambrosio_Silvia Bakhmutkina_Polina
Noel_Alexa Webley-Smith_Emily
Shimizu_Eri Stefanini_Lucrezia
Doi_Misaki Sanesi_Gaia
Saidenova_Noel Ponchet_Jessika
Mcadoo_Rasheeda Diatchenko_Vitalia
Kalieva_Elvina Gavrilova_Daria
Muguruza_Garbine Kanepi_Kaia
Zvonareva_Vera Zakharova_Anastasia
Kolodziejova_Miriam Bouzkova_Marie
Liu_Fangzhou Gasparyan_Margarita
Bojovic_Jana Fruhvirtova_Linda
Cengiz_Berfu Hon_Priscilla
Szabanin_Natalia Kvitova_Petra
Ccuno_Romina Charaeva_Alina
Kinard_Tori Drahota_Dorka
Sanders_Storm Govortsova_Olga
Hoedt_Merel Fita_Angela
Cadar_Elena-teodora Arcidiacono_Federica
Puig_Monica Bondarenko_Kateryna
Galfi_Dalma Weedon_Andrea
Jokic_Katarina Smith_Tina
Kulikova_Anastasia Vikhlyantseva_Natalia
Hindova_Denisa Shoshyna_Anastasiya
Kruzhkova_Daria Haddad_Beatriz
Yang_Yidi Ruzic_Antonia
Kuzmova_Viktoria Liu_Chang
Amanmuradova_Akgul Babos_Timea
Falkner_Ziva Podoroska_Nadia
Ueda_Ramu Danilovic_Olga
Peterson_Rebecca Jaruskova_Timea
Shaffer_Kennedy Eikeri_Ulrikke
Rusova_Alica Chang_Kai-chen
Jimenez_Victoria Wickmayer_Yanina
Siedliska_Natalia Yi_Ya
Brady_Jennifer Sanchez_Maria
Savinykh_Valeria Gracheva_Varvara
Burillo_Irene Van_Alison
Hartono_Arianne Giovine_Claudia
Gutierrez_Maria Hozumi_Eri
Taylor_Gabriella Hatouka_Yuliya
PantuCkova_Magdalena Wang_Qiang
Raggi_Angelica Guerrero_Eva
Eala_Alexandra Dinu_Cristina
Lourdes_Maria Kessler_Mccartney
Abanda_Françoise Wagner_Stephanie
Pavlyuchenkova_Anastasia Flink_Varvara
Rybakina_Elena Nahimana_Sada
Vedder_Eva Djakovic_Mihaela
Stosur_Samantha Boulter_Katie
Burrage_Jodie Radisic_Nika
MarcinkeviCa_Diana Sun_Xuliu
Bencic_Belinda Buyukakçay_Çagla
Saigo_Rina Hirata_Ayumi
Garcia_Caroline Bouzo_Noelia
Sawangkaew_Mananchaya Kolzer_Romy
Badosa_Paula Ianchuk_Olga
Gadecki_Olivia Dart_Harriet
Arango_Emiliana Fourlis_Jaimee
Arakawa_Haruna Rakhimova_Kamilla
Demidova_Diana Kurata_Nathaly
Noel_Alexa Ambrosio_Silvia
Shimizu_Eri Doi_Misaki
Saidenova_Noel Mcadoo_Rasheeda
Muguruza_Garbine Kalieva_Elvina
Kolodziejova_Miriam Zvonareva_Vera
Liu_Fangzhou Bojovic_Jana
Cengiz_Berfu Szabanin_Natalia
Ccuno_Romina Kinard_Tori
Hoedt_Merel Sanders_Storm
Puig_Monica Cadar_Elena-teodora
Galfi_Dalma Jokic_Katarina
Kulikova_Anastasia Hindova_Denisa
Kruzhkova_Daria Yang_Yidi
Kuzmova_Viktoria Amanmuradova_Akgul
Falkner_Ziva Ueda_Ramu
Shaffer_Kennedy Peterson_Rebecca
Rusova_Alica Jimenez_Victoria
Siedliska_Natalia Brady_Jennifer
Savinykh_Valeria Burillo_Irene
Hartono_Arianne Gutierrez_Maria
PantuCkova_Magdalena Taylor_Gabriella
Raggi_Angelica Eala_Alexandra
Abanda_Françoise Lourdes_Maria
Rybakina_Elena Pavlyuchenkova_Anastasia
Stosur_Samantha Vedder_Eva
Burrage_Jodie MarcinkeviCa_Diana
Bencic_Belinda Saigo_Rina
Sawangkaew_Mananchaya Garcia_Caroline
Gadecki_Olivia Badosa_Paula
Arakawa_Haruna Arango_Emiliana
Noel_Alexa Demidova_Diana
Shimizu_Eri Saidenova_Noel
Kolodziejova_Miriam Muguruza_Garbine
Liu_Fangzhou Cengiz_Berfu
Ccuno_Romina Hoedt_Merel
Puig_Monica Galfi_Dalma
Kruzhkova_Daria Kulikova_Anastasia
Kuzmova_Viktoria Falkner_Ziva
Rusova_Alica Shaffer_Kennedy
Siedliska_Natalia Savinykh_Valeria
PantuCkova_Magdalena Hartono_Arianne
Raggi_Angelica Abanda_Françoise
Rybakina_Elena Stosur_Samantha
Burrage_Jodie Bencic_Belinda
Sawangkaew_Mananchaya Gadecki_Olivia
Arakawa_Haruna Noel_Alexa
Kolodziejova_Miriam Shimizu_Eri
Liu_Fangzhou Ccuno_Romina
Kruzhkova_Daria Puig_Monica
Kuzmova_Viktoria Rusova_Alica
PantuCkova_Magdalena Siedliska_Natalia
Raggi_Angelica Rybakina_Elena
Burrage_Jodie Sawangkaew_Mananchaya
Kolodziejova_Miriam Arakawa_Haruna
Liu_Fangzhou Kruzhkova_Daria
PantuCkova_Magdalena Kuzmova_Viktoria
Burrage_Jodie Raggi_Angelica
Liu_Fangzhou Kolodziejova_Miriam
PantuCkova_Magdalena Burrage_Jodie
Liu_Fangzhou PantuCkova_Magdalena
enregistrement_tournoi Melbourne 2020
Gamarra_Ingrid Vangelova_Ani
Hercog_Polona Subhash_Natasha
Giuseppe_Martina  Burel_Clara
Monnet_Carole Primorac_Iva
Brancaccio_Nuria Khirin_Nicole
Bihan_Kelia Osborne_Alexandra
Omae_Akiko Dunne_Katy
Mikulskyte_Justina Schunk_Nastasja
HoraCkova_Gabriela Berankova_Karolina
Webley-Smith_Emily Poznikhirenko_Ganna
Abduraimova_Nigina Howard_Zoe
Herdzelas_Dea Arakawa_Haruna
Ng_Taylor Gjorcheska_Lina
Brito_Fernanda Vogele_Stefanie
Prisacariu_Andreea Rosca_Christina
Bandecchi_Susan Jeanjean_Leolia
Gavrila_Oana Droguet_Aubane
Sakatsume_Himeno Day_Kayla
Tauson_Clara Christie_Freya
Puig_Monica Carreras_Amanda
Wagner_Stephanie Jokic_Katarina
Navarro_Emma Marcinko_Petra
Zheng_Wushuang Zhu_Lin
Kubka_Martyna Ezzat_Yasmin
Salvi_Linda Suvrijn_Jade
Hontama_Mai Ccuno_Romina
Katic_Vlada Guillermo_Lorraine
Guerrero_Eva Laskutova_Ksenia
Cirstea_Sorana Sasnovich_Aliaksandra
Juvan_Kaja Hradecka_Lucie
Proctor_Lauren Ushijima_Risa
Buzarnescu_Mihaela Giovine_Claudia
Ukolova_Anna Wachaczyk_Julia
Tkacheva_Mariia Stephens_Sloane
Deichmann_Kathinka Wang_Xiyu
Lapko_Vera Nefedova_Anastasia
Myers_Abbie Kilnarova_Monica
Lourdes_Maria Broady_Naomi
Ce_Gabriela Maitane_Usue
Estable_Julieta Maria_Patricia
Lene_Emma Bozovic_Alexandra
Jones_Francesca Tomanova_Nikola
Sun_Lulu Price_Gabriella
Parnaby_Alana Douglas_Ellie
Petkovic_Andrea Matviyenko_Lisa
Sakellaridi_Sapfo Govortsova_Olga
Dart_Harriet Hewitt_Dalayna
Khazaniuk_Deniz Montgomery_Robin
Ruppert_Lena Giorgi_Camila
Riera_Julia Chikaraishi_Yui
Hogenkamp_Richel Gasanova_Anastasia
Sarra_Federica Cherubini_Diletta
Lu_Jiajing Kostova_Elitsa
Kalinina_Anhelina Minnen_Greet
Stefanini_Lucrezia Al-Nabhani_Fatma
Turati_Bianca Andreeva_Erika
Giavara_Haley Mrdeza_Tereza
Eala_Alexandra Perez_Ellen
Cepede_Veronica Wickmayer_Yanina
Cao_Siqi Aney_Jessie
Caregaro_Martina Reami_Adriana
Badosa_Paula Bejenaru_Karola
Gervais_Julie Collins_Danielle
Janicijevic_Selena Kobayashi_Honoka
Hercog_Polona Gamarra_Ingrid
Monnet_Carole Giuseppe_Martina 
Brancaccio_Nuria Bihan_Kelia
Omae_Akiko Mikulskyte_Justina
HoraCkova_Gabriela Webley-Smith_Emily
Abduraimova_Nigina Herdzelas_Dea
Ng_Taylor Brito_Fernanda
Bandecchi_Susan Prisacariu_Andreea
Gavrila_Oana Sakatsume_Himeno
Puig_Monica Tauson_Clara
Navarro_Emma Wagner_Stephanie
Kubka_Martyna Zheng_Wushuang
Hontama_Mai Salvi_Linda
Guerrero_Eva Katic_Vlada
Cirstea_Sorana Juvan_Kaja
Buzarnescu_Mihaela Proctor_Lauren
Tkacheva_Mariia Ukolova_Anna
Lapko_Vera Deichmann_Kathinka
Myers_Abbie Lourdes_Maria
Ce_Gabriela Estable_Julieta
Lene_Emma Jones_Francesca
Parnaby_Alana Sun_Lulu
Petkovic_Andrea Sakellaridi_Sapfo
Dart_Harriet Khazaniuk_Deniz
Riera_Julia Ruppert_Lena
Sarra_Federica Hogenkamp_Richel
Kalinina_Anhelina Lu_Jiajing
Turati_Bianca Stefanini_Lucrezia
Giavara_Haley Eala_Alexandra
Cepede_Veronica Cao_Siqi
Badosa_Paula Caregaro_Martina
Gervais_Julie Janicijevic_Selena
Monnet_Carole Hercog_Polona
Omae_Akiko Brancaccio_Nuria
Abduraimova_Nigina HoraCkova_Gabriela
Ng_Taylor Bandecchi_Susan
Gavrila_Oana Puig_Monica
Navarro_Emma Kubka_Martyna
Hontama_Mai Guerrero_Eva
Buzarnescu_Mihaela Cirstea_Sorana
Lapko_Vera Tkacheva_Mariia
Myers_Abbie Ce_Gabriela
Parnaby_Alana Lene_Emma
Petkovic_Andrea Dart_Harriet
Riera_Julia Sarra_Federica
Kalinina_Anhelina Turati_Bianca
Giavara_Haley Cepede_Veronica
Gervais_Julie Badosa_Paula
Omae_Akiko Monnet_Carole
Ng_Taylor Abduraimova_Nigina
Navarro_Emma Gavrila_Oana
Hontama_Mai Buzarnescu_Mihaela
Lapko_Vera Myers_Abbie
Parnaby_Alana Petkovic_Andrea
Riera_Julia Kalinina_Anhelina
Giavara_Haley Gervais_Julie
Ng_Taylor Omae_Akiko
Navarro_Emma Hontama_Mai
Lapko_Vera Parnaby_Alana
Riera_Julia Giavara_Haley
Navarro_Emma Ng_Taylor
Riera_Julia Lapko_Vera
Navarro_Emma Riera_Julia
enregistrement_tournoi Paris 2020
Kanapatskaya_Viktoriya Hertel_Anna
Stevanovic_Natalija Kozlova_Kateryna
Jeanjean_Leolia Birrell_Kimberly
Kostova_Elitsa Davis_Emma
Pislak_Manca Mertens_Elise
Kubareva_Anna Hourigan_Paige
Stadler_Nina Bassols_Marina
Kudermetova_Veronika Shalimova_Ekaterina
Robbe_Alice Parnaby_Alana
Gerlach_Katharina Droguet_Aubane
Chang_Kai-chen Ryser_Valentina
Drazic_Mariana Ueda_Ramu
Cheapchandej_Patcharin Albie_Audrey
Loredana_Ioana Dmitrichenko_Yekaterina
Schader_Laura Ivanova_Dasha
Sonmez_Zeynep Rogowska_Olivia
Wagner_Stephanie Brito_Fernanda
Heisen_Vivian Brancaccio_Nuria
Ruse_Elena-Gabriela Saner_Julita
Laskutova_Ksenia Kiick_Allie
Pieri_Tatiana Laboutkova_Aneta
Liu_Claire Badosa_Paula
Bogdan_Ana Karolina_Anna
Steur_Julyette Zhang_Shuai
Kissell_Joelle Woolcock_Belinda
Livianu_Jessica Radanovic_Dejana
Leykina_Polina Sato_Himari
Bakhmutkina_Polina Kuzmova_Katarina
Routliffe_Erin Morderger_Yana
Lahey_Ashley Bojovic_Jana
Sorribes_Sara Li_Ann
Osaka_Naomi Marino_Rebecca
Pigato_Lisa Estable_Julieta
MaleCkova_Jesika Smith_Alicia
Aikawa_Mayuka Amanmuradova_Akgul
Siedliska_Natalia Kuznetsova_Svetlana
Dema_Viktoriia Lourdes_Maria
Da_Gabriella Mrdeza_Tereza
Scholsen_Helene Guerrero_Eva
Fung_Stacey Ccuno_Romina
Montez_Pamela Kennel_Karin
Piai_Eduarda Samudio_Antonia
Schoofs_Bibiane Wang_Xiyu
Garcia_Caroline Graham_Alexa
Bondarenko_Maria Cisovska_Romana
Shimizu_Eri Gavrila_Oana
Dunne_Katy Hozumi_Eri
Gadient_Nicole Matusova_Barbora
Morvayova_Viktoria Burillo_Irene
Anshba_Amina Cabrera_Lizette
Palkina_Ksenia Granwehr_Alina
Osaka_Mari Djakovic_Mihaela
Jovic_Jovana Hodzic_Mina
Han_Na-lae Bjorklund_Mirjam
Kessler_Mccartney Bouzkova_Marie
Ganga_Eugenia Jorge_Francisca
Ureke_Anna Saigo_Yukina
Pliskova_Kristyna Marshall_Amber
Arcidiacono_Federica Hibino_Nao
Colmegna_Martina Colling_Solymar
Vandeweghe_CoCo Danilina_Anna
Duval_Victoria Wang_Qiang
Bernardi_Clothilde  Catini_Chiara
Hsieh_Su-wei Bencic_Belinda
Kanapatskaya_Viktoriya Stevanovic_Natalija
Kostova_Elitsa Jeanjean_Leolia
Kubareva_Anna Pislak_Manca
Kudermetova_Veronika Stadler_Nina
Robbe_Alice Gerlach_Katharina
Chang_Kai-chen Drazic_Mariana
Loredana_Ioana Cheapchandej_Patcharin
Sonmez_Zeynep Schader_Laura
Heisen_Vivian Wagner_Stephanie
Ruse_Elena-Gabriela Laskutova_Ksenia
Pieri_Tatiana Liu_Claire
Bogdan_Ana Steur_Julyette
Kissell_Joelle Livianu_Jessica
Leykina_Polina Bakhmutkina_Polina
Lahey_Ashley Routliffe_Erin
Sorribes_Sara Osaka_Naomi
MaleCkova_Jesika Pigato_Lisa
Aikawa_Mayuka Siedliska_Natalia
Da_Gabriella Dema_Viktoriia
Scholsen_Helene Fung_Stacey
Montez_Pamela Piai_Eduarda
Garcia_Caroline Schoofs_Bibiane
Shimizu_Eri Bondarenko_Maria
Gadient_Nicole Dunne_Katy
Morvayova_Viktoria Anshba_Amina
Osaka_Mari Palkina_Ksenia
Han_Na-lae Jovic_Jovana
Kessler_Mccartney Ganga_Eugenia
Ureke_Anna Pliskova_Kristyna
Arcidiacono_Federica Colmegna_Martina
Vandeweghe_CoCo Duval_Victoria
Bernardi_Clothilde  Hsieh_Su-wei
Kanapatskaya_Viktoriya Kostova_Elitsa
Kudermetova_Veronika Kubareva_Anna
Robbe_Alice Chang_Kai-chen
Loredana_Ioana Sonmez_Zeynep
Heisen_Vivian Ruse_Elena-Gabriela
Bogdan_Ana Pieri_Tatiana
Kissell_Joelle Leykina_Polina
Sorribes_Sara Lahey_Ashley
MaleCkova_Jesika Aikawa_Mayuka
Da_Gabriella Scholsen_Helene
Montez_Pamela Garcia_Caroline
Shimizu_Eri Gadient_Nicole
Morvayova_Viktoria Osaka_Mari
Han_Na-lae Kessler_Mccartney
Arcidiacono_Federica Ureke_Anna
Vandeweghe_CoCo Bernardi_Clothilde 
Kudermetova_Veronika Kanapatskaya_Viktoriya
Robbe_Alice Loredana_Ioana
Bogdan_Ana Heisen_Vivian
Sorribes_Sara Kissell_Joelle
Da_Gabriella MaleCkova_Jesika
Montez_Pamela Shimizu_Eri
Han_Na-lae Morvayova_Viktoria
Vandeweghe_CoCo Arcidiacono_Federica
Robbe_Alice Kudermetova_Veronika
Bogdan_Ana Sorribes_Sara
Montez_Pamela Da_Gabriella
Han_Na-lae Vandeweghe_CoCo
Robbe_Alice Bogdan_Ana
Montez_Pamela Han_Na-lae
Robbe_Alice Montez_Pamela
afficher_classement
enregistrement_tournoi Londres 2020
Topalova_Gergana Hradecka_Lucie
Burdina_Evgeniya Chiesa_Deborah
Mrdeza_Tereza Fahey_Katharine
Caregaro_Martina Miyazaki_Yuriko
Carrillo_Alba Fanning_Emily
Zhu_Lin Gonzalez_Montserrat
Dodin_Oceane Steur_Julyette
Muramatsu_Chihiro Talbi_Shalimar
Stadler_Nina Matviyenko_Lisa
Lee_Gabriela Rogers_Shelby
Babel_Oceane Sharma_Astra
Dagan_Mika Gauff_Cori
Bouzas_Jessica Meyer_Luisa
Sawangkaew_Mananchaya Begu_Irina-Camelia
Zidansek_Tamara Fung_Stacey
Black_Hurricane Ayukawa_Mana
Lao_Danielle Tubello_Alice
Malmqvist_Linnea Arshinkova_Petia
Ruppert_Lena Bektas_Emina
Koshiishi_Ayumi Li_Ann
Tomova_Viktoriya Ivakhnenko_Valentyna
Broady_Naomi Tomic_Sara
Ramirez_Evita Ghioroaie_Ylona-Georgiana
Garcia_Caroline Ma_Ye-Xin
Lourdes_Maria Kukharchuk_Nika
Sutjiadi_Aldila Liang_En-shuo
Salvi_Linda Oz_Ipek
Stokke_Melanie Hayashi_Erina
Kessler_Mccartney Bouzo_Noelia
Chang_Sophie Carreras_Amanda
Lee_Sarah Rossi_Federica
Mishina_Daria Abduraimova_Nigina
Escauriza_Lara Middendorf_Julia
Kovapitukted_Punnin Podoroska_Nadia
Cengiz_Berfu Katic_Vlada
Hance_Kimmi Sama_Sathwika
Yoruk_Ilay Bilardo_Federica
Baptiste_Hailey Bayerlova_Michaela
Livianu_Jessica Garland_Joanna
Cervino_Celia Hosogi_Sakura
Makarova_Ekaterina Andreescu_Bianca
Matusova_Barbora Sleeth_Layne
Vanlangendonck_Eliessa Osaka_Mari
Partaud_Marine Feng_Shuo
Brady_Jennifer Kostova_Elitsa
Rosca_Andreea Hondo_Sakura
Pulchartova_Laetitia Kanapatskaya_Viktoriya
Bulgaru_Miriam Peterson_Rebecca
Mateas_Maria Robbe_Alice
Gamarra_Ingrid Ainitdinova_Gozal
Krunic_Aleksandra Xu_Shilin
Rosatello_Camilla Kulambayeva_Zhibek
Kanev_Kathleen Zhuk_Sofya
Wang_Yafan Scala_Camilla
Hirata_Ayumi Hoste_Claudia
Morderger_Yana Kolar_Nastja
Townsend_Taylor Barty_Ashleigh
Alhussein_Lamis Tomljanovic_Ajla
KuCova_Kristina Njiric_Silvia
Arakawa_Haruna Shapatava_Sofia
Brengle_Madison Christensen_Elle
Nahimana_Sada Brito_Fernanda
Dalakishvili_Mariam Pigossi_Laura
Bucsa_Cristina Keys_Madison
Burdina_Evgeniya Topalova_Gergana
Mrdeza_Tereza Caregaro_Martina
Carrillo_Alba Zhu_Lin
Muramatsu_Chihiro Dodin_Oceane
Lee_Gabriela Stadler_Nina
Dagan_Mika Babel_Oceane
Bouzas_Jessica Sawangkaew_Mananchaya
Black_Hurricane Zidansek_Tamara
Lao_Danielle Malmqvist_Linnea
Ruppert_Lena Koshiishi_Ayumi
Tomova_Viktoriya Broady_Naomi
Ramirez_Evita Garcia_Caroline
Sutjiadi_Aldila Lourdes_Maria
Stokke_Melanie Salvi_Linda
Chang_Sophie Kessler_Mccartney
Mishina_Daria Lee_Sarah
Kovapitukted_Punnin Escauriza_Lara
Hance_Kimmi Cengiz_Berfu
Baptiste_Hailey Yoruk_Ilay
Livianu_Jessica Cervino_Celia
Matusova_Barbora Makarova_Ekaterina
Vanlangendonck_Eliessa Partaud_Marine
Rosca_Andreea Brady_Jennifer
Bulgaru_Miriam Pulchartova_Laetitia
Gamarra_Ingrid Mateas_Maria
Rosatello_Camilla Krunic_Aleksandra
Kanev_Kathleen Wang_Yafan
Morderger_Yana Hirata_Ayumi
Alhussein_Lamis Townsend_Taylor
Arakawa_Haruna KuCova_Kristina
Nahimana_Sada Brengle_Madison
Bucsa_Cristina Dalakishvili_Mariam
Mrdeza_Tereza Burdina_Evgeniya
Muramatsu_Chihiro Carrillo_Alba
Lee_Gabriela Dagan_Mika
Bouzas_Jessica Black_Hurricane
Lao_Danielle Ruppert_Lena
Tomova_Viktoriya Ramirez_Evita
Stokke_Melanie Sutjiadi_Aldila
Chang_Sophie Mishina_Daria
Kovapitukted_Punnin Hance_Kimmi
Baptiste_Hailey Livianu_Jessica
Matusova_Barbora Vanlangendonck_Eliessa
Rosca_Andreea Bulgaru_Miriam
Gamarra_Ingrid Rosatello_Camilla
Morderger_Yana Kanev_Kathleen
Alhussein_Lamis Arakawa_Haruna
Bucsa_Cristina Nahimana_Sada
Muramatsu_Chihiro Mrdeza_Tereza
Lee_Gabriela Bouzas_Jessica
Lao_Danielle Tomova_Viktoriya
Stokke_Melanie Chang_Sophie
Kovapitukted_Punnin Baptiste_Hailey
Rosca_Andreea Matusova_Barbora
Morderger_Yana Gamarra_Ingrid
Alhussein_Lamis Bucsa_Cristina
Lee_Gabriela Muramatsu_Chihiro
Stokke_Melanie Lao_Danielle
Kovapitukted_Punnin Rosca_Andreea
Alhussein_Lamis Morderger_Yana
Lee_Gabriela Stokke_Melanie
Kovapitukted_Punnin Alhussein_Lamis
Kovapitukted_Punnin Lee_Gabriela
enregistrement_tournoi New-York 2020
Zhang_Ying Ganz_Fiona
Helgø_Malene Naya_Guillermina
Niculescu_Monica Palkina_Ksenia
Lee_Ya-Hsuan Tomanova_Nikola
Montez_Pamela Ghitescu_Andreea
Suarez_Carla Gadient_Nicole
Saner_Julita Klasen_Anna
Naito_Yuki Stewart_Katerina
Ghioroaie_Ylona-Georgiana Maristany_Guiomar
Njiric_Silvia Ianchuk_Olga
Chang_Sophie Ozeki_Michika
Payola_Julia Berberovic_Nefisa
Astakhova_Darya Masarova_Rebeka
Brancaccio_Nuria Arcidiacono_Federica
Ioana_Laura Bonaventure_Ysaline
Dalakishvili_Mariam Tran_Lian
Boskovic_Lea Prisacariu_Andreea
Rey_Alba Howard_Zoe
Kruzhkova_Daria Bolkvadze_Mariam
Zavatska_Katarina Stevanovic_Natalija
Montgomery_Robin Bojovic_Jana
Kostyuk_Marta Waltert_Simona
Kolodynska_Jana Bhatia_Riya
Duval_Victoria Tomova_Viktoriya
Han_Na-lae Raggi_Angelica
Brouleau_Lou Bektas_Emina
Bassols_Marina Jokic_Katarina
Kempen_Magali Lopatetska_Daria
Pliskova_Kristyna Shaffer_Kennedy
Keys_Madison Bozovic_Alexandra
Vesnina_Elena Inoue_Hina
Cortez_Lucia Vukovic_Draginja
Samsonova_Ludmilla Sabalenka_Aryna
Anisimova_Amanda Komardina_Anastasiya
Gutierrez_Maria Hogenkamp_Richel
Amanmuradova_Akgul Bosio_Victoria
Chlpac_Agustina Desperrier_Gaelle
Jeong_Sunam Katic_Vlada
Yi_Ya Price_Gabriella
Kiick_Allie Bolton_Elysia
Lorenzo_Francesca Stefanini_Lucrezia
Cabrera_Lizette Marand_Sanaz
Ochsner_Svenja Perez_Estela
Yashina_Ekaterina Hodzic_Mina
Ivakhnenko_Valentyna Cascino_Estelle
Lukas_Tena Pereira_Teliana
Curovic_Tamara Konta_Johanna
Kolar_Nastja Lindh_Emilie
Radisic_Nika Schoofs_Bibiane
Samir_Sandra Kennel_Karin
Peng_Shuai Rosca_Christina
Bondar_Anna Ozaki_Risa
Papamichail_Despina Cabaj_Jacqueline
Kubka_Martyna Paquet_Chloe
Yadlapalli_Pranjala Gavrilova_Daria
Prati_Federica Grammatikopoulou_Valentini
